date/time,link,type,status
Tue Jun 12 11:55:52 2018,https://github.com/locationtech/proj4j/issues/14,issue,closed
Tue Jun 12 08:30:52 2018,https://github.com/locationtech/proj4j/issues/13,issue,closed
Tue Jun 12 11:21:41 2018,https://github.com/locationtech/proj4j/issues/13,comment,NA
Tue Jun 12 11:56:31 2018,https://github.com/locationtech/proj4j/issues/13,comment,NA
