date/time,link,type,status
Fri Jun 01 14:13:22 2018,https://github.com/eclipse/mita/issues/111,issue,closed
Tue Jun 05 09:39:48 2018,https://github.com/eclipse/mita/issues/111,comment,NA
Tue May 29 15:38:36 2018,https://github.com/eclipse/mita/issues/99,issue,open
Tue May 29 15:32:31 2018,https://github.com/eclipse/mita/issues/98,issue,closed
Mon May 28 12:27:09 2018,https://github.com/eclipse/mita/issues/94,issue,closed
Mon May 28 09:23:17 2018,https://github.com/eclipse/mita/issues/92,issue,closed
Thu May 24 14:18:59 2018,https://github.com/eclipse/mita/issues/87,issue,closed
Wed May 30 12:09:25 2018,https://github.com/eclipse/mita/issues/87,comment,NA
Wed May 23 14:09:45 2018,https://github.com/eclipse/mita/issues/83,issue,closed
Tue May 22 14:10:21 2018,https://github.com/eclipse/mita/issues/80,issue,closed
Tue May 22 13:45:49 2018,https://github.com/eclipse/mita/issues/79,issue,closed
Thu May 24 13:20:23 2018,https://github.com/eclipse/mita/issues/38,comment,NA
Wed May 23 15:03:00 2018,https://github.com/eclipse/mita/issues/12,comment,NA
