date/time,link,type,status
Wed Apr 04 12:49:05 2018,https://github.com/eclipse/rdf4j-storage/issues/66,issue,closed
Wed Apr 04 12:42:50 2018,https://github.com/eclipse/rdf4j-storage/issues/65,issue,closed
Tue Apr 03 13:52:59 2018,https://github.com/eclipse/rdf4j-storage/issues/63,issue,closed
Thu Mar 22 18:40:35 2018,https://github.com/eclipse/rdf4j-storage/issues/56,issue,closed
