date/time,link,type,status
Mon Jun 11 09:59:48 2018,https://github.com/eclipse/vorto/issues/952,issue,closed
Fri Jun 01 01:29:13 2018,https://github.com/eclipse/vorto/issues/949,comment,NA
Mon Jun 04 15:39:29 2018,https://github.com/eclipse/vorto/issues/949,comment,NA
Tue May 29 13:18:06 2018,https://github.com/eclipse/vorto/issues/948,issue,open
Tue May 29 13:03:30 2018,https://github.com/eclipse/vorto/issues/947,issue,closed
Mon May 28 01:11:32 2018,https://github.com/eclipse/vorto/issues/946,comment,NA
Wed May 16 05:53:47 2018,https://github.com/eclipse/vorto/issues/938,issue,closed
Mon May 14 06:13:10 2018,https://github.com/eclipse/vorto/issues/932,comment,NA
Mon May 14 23:49:06 2018,https://github.com/eclipse/vorto/issues/932,comment,NA
Tue May 15 09:37:48 2018,https://github.com/eclipse/vorto/issues/932,comment,NA
Wed May 16 11:28:34 2018,https://github.com/eclipse/vorto/issues/823,comment,NA
