date/time,link,type,status
Fri Dec 22 10:25:52 2017,https://github.com/eclipse/n4js/issues/430,issue,closed
Fri Dec 22 13:33:59 2017,https://github.com/eclipse/n4js/issues/430,comment,NA
Wed Dec 20 15:29:57 2017,https://github.com/eclipse/n4js/issues/427,issue,closed
Wed Dec 20 15:19:37 2017,https://github.com/eclipse/n4js/issues/426,issue,closed
Mon Dec 18 10:11:50 2017,https://github.com/eclipse/n4js/issues/424,issue,closed
Mon Dec 18 13:10:01 2017,https://github.com/eclipse/n4js/issues/424,comment,NA
Tue Dec 19 14:21:21 2017,https://github.com/eclipse/n4js/issues/424,comment,NA
Wed Dec 20 08:20:59 2017,https://github.com/eclipse/n4js/issues/424,comment,NA
Wed Dec 20 14:47:44 2017,https://github.com/eclipse/n4js/issues/424,comment,NA
Thu Dec 14 12:49:00 2017,https://github.com/eclipse/n4js/issues/422,issue,closed
Thu Dec 14 13:30:22 2017,https://github.com/eclipse/n4js/issues/422,comment,NA
Thu Dec 14 14:43:00 2017,https://github.com/eclipse/n4js/issues/422,comment,NA
Wed Dec 13 12:53:23 2017,https://github.com/eclipse/n4js/issues/421,comment,NA
Wed Dec 13 12:46:15 2017,https://github.com/eclipse/n4js/issues/420,issue,closed
Thu Dec 14 14:43:57 2017,https://github.com/eclipse/n4js/issues/420,comment,NA
Wed Dec 13 09:29:07 2017,https://github.com/eclipse/n4js/issues/417,comment,NA
Tue Dec 12 11:25:55 2017,https://github.com/eclipse/n4js/issues/416,issue,closed
Tue Dec 12 11:26:20 2017,https://github.com/eclipse/n4js/issues/416,comment,NA
Mon Dec 11 12:44:41 2017,https://github.com/eclipse/n4js/issues/414,issue,closed
Mon Dec 11 12:45:19 2017,https://github.com/eclipse/n4js/issues/414,comment,NA
Mon Dec 11 15:03:27 2017,https://github.com/eclipse/n4js/issues/414,comment,NA
Mon Dec 11 12:47:30 2017,https://github.com/eclipse/n4js/issues/412,comment,NA
Mon Dec 11 15:04:17 2017,https://github.com/eclipse/n4js/issues/412,comment,NA
Mon Dec 11 16:43:10 2017,https://github.com/eclipse/n4js/issues/410,comment,NA
Tue Dec 12 12:25:05 2017,https://github.com/eclipse/n4js/issues/392,comment,NA
Thu Dec 14 13:50:31 2017,https://github.com/eclipse/n4js/issues/392,comment,NA
Wed Dec 20 14:48:33 2017,https://github.com/eclipse/n4js/issues/392,comment,NA
Wed Dec 20 15:35:06 2017,https://github.com/eclipse/n4js/issues/358,comment,NA
