date/time,link,type,status
Tue Apr 10 22:33:32 2018,https://github.com/eclipse-vertx/vert.x/issues/2383,issue,closed
Wed Apr 11 16:30:45 2018,https://github.com/eclipse-vertx/vert.x/issues/2383,comment,NA
