date/time,link,type,status
Mon Jul 02 06:32:32 2018,https://github.com/eclipse-embed-cdt/eclipse-plugins/issues/220,comment,NA
Mon Jul 02 14:31:41 2018,https://github.com/eclipse-embed-cdt/eclipse-plugins/issues/220,comment,NA
Mon Jul 02 14:55:20 2018,https://github.com/eclipse-embed-cdt/eclipse-plugins/issues/220,comment,NA
