date/time,link,type,status
Tue Jan 09 15:38:14 2018,https://github.com/eclipse/microprofile-metrics/issues/208,issue,closed
Fri Jan 05 15:05:06 2018,https://github.com/eclipse/microprofile-metrics/issues/207,issue,closed
