date/time,link,type,status
Fri May 11 14:39:17 2018,https://github.com/eclipse/kura/issues/2109,issue,closed
Fri May 11 14:36:12 2018,https://github.com/eclipse/kura/issues/2108,issue,closed
Fri May 11 14:26:56 2018,https://github.com/eclipse/kura/issues/2107,issue,closed
Fri May 11 14:31:45 2018,https://github.com/eclipse/kura/issues/2107,comment,NA
Fri May 11 14:25:10 2018,https://github.com/eclipse/kura/issues/2106,issue,closed
Wed May 09 11:55:34 2018,https://github.com/eclipse/kura/issues/2095,issue,closed
Wed May 09 11:56:33 2018,https://github.com/eclipse/kura/issues/2095,comment,NA
Thu May 10 14:14:46 2018,https://github.com/eclipse/kura/issues/2093,comment,NA
Wed May 09 12:15:30 2018,https://github.com/eclipse/kura/issues/2077,comment,NA
Wed May 09 13:12:00 2018,https://github.com/eclipse/kura/issues/2077,comment,NA
Thu May 10 10:31:13 2018,https://github.com/eclipse/kura/issues/2076,comment,NA
Wed May 09 13:56:26 2018,https://github.com/eclipse/kura/issues/2073,comment,NA
Wed May 09 14:08:06 2018,https://github.com/eclipse/kura/issues/2073,comment,NA
Thu May 03 10:15:11 2018,https://github.com/eclipse/kura/issues/2060,comment,NA
Fri May 04 12:45:52 2018,https://github.com/eclipse/kura/issues/2060,comment,NA
Fri May 04 13:11:03 2018,https://github.com/eclipse/kura/issues/2060,comment,NA
Fri Apr 20 12:16:47 2018,https://github.com/eclipse/kura/issues/2059,issue,closed
Thu Apr 19 07:54:28 2018,https://github.com/eclipse/kura/issues/2053,comment,NA
Thu Apr 19 07:52:23 2018,https://github.com/eclipse/kura/issues/2052,comment,NA
Tue Apr 17 08:00:40 2018,https://github.com/eclipse/kura/issues/2050,issue,closed
Mon Apr 16 14:41:04 2018,https://github.com/eclipse/kura/issues/2046,comment,NA
Wed Apr 18 15:42:49 2018,https://github.com/eclipse/kura/issues/2046,comment,NA
Mon Apr 16 09:39:05 2018,https://github.com/eclipse/kura/issues/2043,comment,NA
Mon Apr 16 10:43:33 2018,https://github.com/eclipse/kura/issues/2043,comment,NA
Fri Apr 13 13:40:27 2018,https://github.com/eclipse/kura/issues/2041,issue,closed
Thu Apr 12 10:06:35 2018,https://github.com/eclipse/kura/issues/2022,comment,NA
Thu Apr 12 10:06:50 2018,https://github.com/eclipse/kura/issues/2014,comment,NA
Thu Apr 12 10:07:18 2018,https://github.com/eclipse/kura/issues/2011,comment,NA
Thu Apr 12 10:07:35 2018,https://github.com/eclipse/kura/issues/2010,comment,NA
Thu Apr 12 10:08:19 2018,https://github.com/eclipse/kura/issues/2009,comment,NA
Thu Apr 12 10:08:54 2018,https://github.com/eclipse/kura/issues/2008,comment,NA
Thu Apr 12 10:09:08 2018,https://github.com/eclipse/kura/issues/2007,comment,NA
Wed Apr 18 15:41:55 2018,https://github.com/eclipse/kura/issues/1978,comment,NA
Wed Apr 18 07:32:02 2018,https://github.com/eclipse/kura/issues/1916,comment,NA
Wed Apr 18 14:44:10 2018,https://github.com/eclipse/kura/issues/1916,comment,NA
Fri Apr 13 10:26:21 2018,https://github.com/eclipse/kura/issues/1898,comment,NA
Thu Apr 12 10:14:21 2018,https://github.com/eclipse/kura/issues/1853,comment,NA
Mon Apr 16 14:05:45 2018,https://github.com/eclipse/kura/issues/1830,comment,NA
Thu Apr 19 09:14:58 2018,https://github.com/eclipse/kura/issues/1788,comment,NA
Mon Apr 16 13:18:28 2018,https://github.com/eclipse/kura/issues/1771,comment,NA
Mon Apr 16 14:18:59 2018,https://github.com/eclipse/kura/issues/459,comment,NA
