date/time,link,type,status
Fri Feb 09 19:09:12 2018,https://github.com/eclipse/kapua/issues/1387,issue,closed
Fri Feb 09 15:25:45 2018,https://github.com/eclipse/kapua/issues/1384,comment,NA
Fri Feb 09 12:38:04 2018,https://github.com/eclipse/kapua/issues/1382,issue,closed
Fri Feb 09 12:55:24 2018,https://github.com/eclipse/kapua/issues/1382,comment,NA
Fri Feb 09 12:10:16 2018,https://github.com/eclipse/kapua/issues/1381,issue,closed
Fri Feb 09 12:40:53 2018,https://github.com/eclipse/kapua/issues/1380,comment,NA
Wed Feb 07 11:46:52 2018,https://github.com/eclipse/kapua/issues/1374,comment,NA
Fri Feb 09 10:32:15 2018,https://github.com/eclipse/kapua/issues/1374,comment,NA
Fri Feb 09 12:45:34 2018,https://github.com/eclipse/kapua/issues/1374,comment,NA
Tue Feb 06 21:15:57 2018,https://github.com/eclipse/kapua/issues/1373,issue,closed
Tue Feb 06 21:17:09 2018,https://github.com/eclipse/kapua/issues/1373,comment,NA
Tue Feb 06 21:25:39 2018,https://github.com/eclipse/kapua/issues/1372,comment,NA
Tue Feb 06 14:07:19 2018,https://github.com/eclipse/kapua/issues/1366,comment,NA
Fri Feb 09 10:32:25 2018,https://github.com/eclipse/kapua/issues/1363,comment,NA
Fri Feb 02 14:51:01 2018,https://github.com/eclipse/kapua/issues/1355,issue,closed
Fri Feb 02 15:06:15 2018,https://github.com/eclipse/kapua/issues/1355,comment,NA
Thu Feb 01 12:44:49 2018,https://github.com/eclipse/kapua/issues/1350,comment,NA
Thu Feb 01 10:43:45 2018,https://github.com/eclipse/kapua/issues/1347,issue,closed
Wed Jan 31 11:22:49 2018,https://github.com/eclipse/kapua/issues/1343,issue,closed
Tue Jan 30 15:56:09 2018,https://github.com/eclipse/kapua/issues/1337,issue,closed
Tue Jan 30 16:48:38 2018,https://github.com/eclipse/kapua/issues/1337,comment,NA
Tue Jan 30 13:37:54 2018,https://github.com/eclipse/kapua/issues/1336,issue,closed
Tue Jan 30 13:44:06 2018,https://github.com/eclipse/kapua/issues/1336,comment,NA
Tue Jan 30 12:25:05 2018,https://github.com/eclipse/kapua/issues/1334,comment,NA
Fri Jan 26 15:21:32 2018,https://github.com/eclipse/kapua/issues/1331,issue,closed
Fri Jan 26 15:27:45 2018,https://github.com/eclipse/kapua/issues/1331,comment,NA
Mon Jan 29 10:40:18 2018,https://github.com/eclipse/kapua/issues/1327,comment,NA
Thu Jan 25 15:38:42 2018,https://github.com/eclipse/kapua/issues/1324,issue,closed
Thu Jan 25 15:41:53 2018,https://github.com/eclipse/kapua/issues/1309,comment,NA
Thu Jan 25 12:55:34 2018,https://github.com/eclipse/kapua/issues/1293,comment,NA
Thu Feb 01 08:26:00 2018,https://github.com/eclipse/kapua/issues/1166,comment,NA
Tue Jan 30 10:14:13 2018,https://github.com/eclipse/kapua/issues/1083,comment,NA
Fri Jan 26 15:12:11 2018,https://github.com/eclipse/kapua/issues/1049,comment,NA
Wed Jan 31 15:37:08 2018,https://github.com/eclipse/kapua/issues/879,comment,NA
