date/time,link,type,status
Mon Jan 22 21:19:40 2018,https://github.com/eclipse-vertx/vert.x/issues/2288,issue,closed
Tue Jan 23 14:57:05 2018,https://github.com/eclipse-vertx/vert.x/issues/2288,comment,NA
Tue Jan 23 16:34:24 2018,https://github.com/eclipse-vertx/vert.x/issues/2288,comment,NA
Tue Jan 23 17:01:21 2018,https://github.com/eclipse-vertx/vert.x/issues/2288,comment,NA
Tue Jan 23 17:10:14 2018,https://github.com/eclipse-vertx/vert.x/issues/2288,comment,NA
Tue Jan 30 14:25:10 2018,https://github.com/eclipse-vertx/vert.x/issues/2288,comment,NA
Tue Jan 30 14:32:34 2018,https://github.com/eclipse-vertx/vert.x/issues/2288,comment,NA
Tue Jan 30 15:20:01 2018,https://github.com/eclipse-vertx/vert.x/issues/2288,comment,NA
Tue Jan 30 15:21:17 2018,https://github.com/eclipse-vertx/vert.x/issues/2288,comment,NA
Mon Jan 22 17:35:40 2018,https://github.com/eclipse-vertx/vert.x/issues/2287,issue,closed
Mon Jan 22 19:18:27 2018,https://github.com/eclipse-vertx/vert.x/issues/2287,comment,NA
