date/time,link,type,status
Wed Feb 07 15:06:36 2018,https://github.com/eclipse/microprofile-health/issues/119,issue,closed
Wed Feb 07 15:07:33 2018,https://github.com/eclipse/microprofile-health/issues/109,comment,NA
Wed Feb 07 15:12:16 2018,https://github.com/eclipse/microprofile-health/issues/74,comment,NA
Thu Feb 08 13:03:53 2018,https://github.com/eclipse/microprofile-health/issues/74,comment,NA
Thu Feb 08 13:05:16 2018,https://github.com/eclipse/microprofile-health/issues/74,comment,NA
Thu Feb 08 13:10:40 2018,https://github.com/eclipse/microprofile-health/issues/36,comment,NA
