date/time,link,type,status
Wed May 09 15:49:38 2018,https://github.com/eclipse-hono/hono/issues/615,issue,closed
Tue May 08 12:18:18 2018,https://github.com/eclipse-hono/hono/issues/612,issue,closed
Tue May 08 13:57:04 2018,https://github.com/eclipse-hono/hono/issues/612,comment,NA
Mon May 07 10:51:52 2018,https://github.com/eclipse-hono/hono/issues/610,issue,closed
Fri Apr 27 12:23:26 2018,https://github.com/eclipse-hono/hono/issues/551,comment,NA
Thu May 03 07:40:40 2018,https://github.com/eclipse-hono/hono/issues/551,comment,NA
