date/time,link,type,status
Fri Apr 27 12:38:23 2018,https://github.com/eclipse-hono/hono/issues/605,issue,closed
Mon Apr 30 12:29:51 2018,https://github.com/eclipse-hono/hono/issues/605,comment,NA
Wed May 02 10:28:08 2018,https://github.com/eclipse-hono/hono/issues/605,comment,NA
Wed May 02 17:06:54 2018,https://github.com/eclipse-hono/hono/issues/605,comment,NA
Thu May 03 08:06:08 2018,https://github.com/eclipse-hono/hono/issues/605,comment,NA
Thu May 03 11:35:26 2018,https://github.com/eclipse-hono/hono/issues/605,comment,NA
Thu Apr 26 10:02:32 2018,https://github.com/eclipse-hono/hono/issues/603,issue,closed
Thu Apr 26 08:08:28 2018,https://github.com/eclipse-hono/hono/issues/602,issue,closed
Wed Apr 25 15:17:00 2018,https://github.com/eclipse-hono/hono/issues/601,issue,closed
Fri Apr 27 11:53:33 2018,https://github.com/eclipse-hono/hono/issues/601,comment,NA
Tue Apr 24 15:04:09 2018,https://github.com/eclipse-hono/hono/issues/598,issue,closed
Wed Apr 25 15:02:48 2018,https://github.com/eclipse-hono/hono/issues/598,comment,NA
Thu Apr 26 12:46:48 2018,https://github.com/eclipse-hono/hono/issues/598,comment,NA
Mon Apr 16 14:38:56 2018,https://github.com/eclipse-hono/hono/issues/582,issue,open
Wed Apr 18 08:08:28 2018,https://github.com/eclipse-hono/hono/issues/582,comment,NA
Mon Apr 16 09:12:39 2018,https://github.com/eclipse-hono/hono/issues/579,issue,closed
Fri Apr 13 10:35:15 2018,https://github.com/eclipse-hono/hono/issues/577,issue,closed
Tue Apr 17 13:39:31 2018,https://github.com/eclipse-hono/hono/issues/577,comment,NA
