date/time,link,type,status
Mon Jun 11 23:56:41 2018,https://github.com/eclipse/repairnator/issues/604,issue,closed
Mon Jun 11 23:20:25 2018,https://github.com/eclipse/repairnator/issues/603,issue,closed
Fri Jun 08 13:33:56 2018,https://github.com/eclipse/repairnator/issues/602,issue,closed
Fri Jun 08 09:06:59 2018,https://github.com/eclipse/repairnator/issues/601,issue,closed
Thu Jun 07 23:26:36 2018,https://github.com/eclipse/repairnator/issues/600,issue,closed
Fri Jun 08 13:07:29 2018,https://github.com/eclipse/repairnator/issues/600,comment,NA
Fri Jun 08 14:56:00 2018,https://github.com/eclipse/repairnator/issues/600,comment,NA
Fri Jun 08 15:38:32 2018,https://github.com/eclipse/repairnator/issues/600,comment,NA
Thu Jun 07 21:55:16 2018,https://github.com/eclipse/repairnator/issues/599,issue,closed
Fri Jun 08 09:03:22 2018,https://github.com/eclipse/repairnator/issues/599,comment,NA
Fri Jun 08 13:06:59 2018,https://github.com/eclipse/repairnator/issues/599,comment,NA
Tue Jun 05 10:30:45 2018,https://github.com/eclipse/repairnator/issues/594,comment,NA
Tue Jun 05 10:42:54 2018,https://github.com/eclipse/repairnator/issues/594,comment,NA
Wed May 30 14:24:09 2018,https://github.com/eclipse/repairnator/issues/593,issue,closed
Mon Jun 04 10:59:55 2018,https://github.com/eclipse/repairnator/issues/593,comment,NA
Tue Jun 05 11:06:14 2018,https://github.com/eclipse/repairnator/issues/593,comment,NA
Tue Jun 05 11:11:37 2018,https://github.com/eclipse/repairnator/issues/593,comment,NA
Wed May 30 10:48:58 2018,https://github.com/eclipse/repairnator/issues/592,issue,closed
Wed May 30 11:27:17 2018,https://github.com/eclipse/repairnator/issues/592,comment,NA
Tue May 29 17:02:12 2018,https://github.com/eclipse/repairnator/issues/591,issue,closed
Wed May 30 09:54:28 2018,https://github.com/eclipse/repairnator/issues/591,comment,NA
Wed May 30 10:50:53 2018,https://github.com/eclipse/repairnator/issues/591,comment,NA
Mon May 28 15:49:59 2018,https://github.com/eclipse/repairnator/issues/590,issue,closed
Mon May 28 13:10:31 2018,https://github.com/eclipse/repairnator/issues/589,issue,closed
Tue May 29 16:25:19 2018,https://github.com/eclipse/repairnator/issues/589,comment,NA
Mon May 28 11:49:21 2018,https://github.com/eclipse/repairnator/issues/587,issue,closed
Tue May 29 16:26:52 2018,https://github.com/eclipse/repairnator/issues/587,comment,NA
Fri May 25 12:53:19 2018,https://github.com/eclipse/repairnator/issues/586,issue,closed
Fri May 25 12:50:29 2018,https://github.com/eclipse/repairnator/issues/585,issue,closed
Thu May 24 14:16:32 2018,https://github.com/eclipse/repairnator/issues/584,issue,closed
Thu May 24 14:28:56 2018,https://github.com/eclipse/repairnator/issues/584,comment,NA
Tue Jun 05 07:23:47 2018,https://github.com/eclipse/repairnator/issues/584,comment,NA
Tue Jun 05 10:27:36 2018,https://github.com/eclipse/repairnator/issues/584,comment,NA
