date/time,link,type,status
Tue Mar 13 11:52:24 2018,https://github.com/eclipse/mosquitto/issues/722,issue,open
Fri Mar 16 12:42:31 2018,https://github.com/eclipse/mosquitto/issues/722,comment,NA
