date/time,link,type,status
Wed Apr 04 17:16:49 2018,https://github.com/eclipse/mosquitto/issues/529,comment,NA
Tue Apr 10 06:48:56 2018,https://github.com/eclipse/mosquitto/issues/529,comment,NA
