date/time,link,type,status
Tue Apr 17 13:12:46 2018,https://github.com/eclipse/mosquitto/issues/783,issue,closed
Tue Apr 17 16:34:27 2018,https://github.com/eclipse/mosquitto/issues/783,comment,NA
Tue Apr 17 12:38:41 2018,https://github.com/eclipse/mosquitto/issues/782,issue,closed
