date/time,link,type,status
Fri Apr 20 12:59:48 2018,https://github.com/eclipse-cbi/targetplatform-dsl/issues/76,issue,closed
Fri Apr 20 13:02:46 2018,https://github.com/eclipse-cbi/targetplatform-dsl/issues/76,comment,NA
Fri Apr 20 13:04:36 2018,https://github.com/eclipse-cbi/targetplatform-dsl/issues/76,comment,NA
Fri Apr 20 13:05:50 2018,https://github.com/eclipse-cbi/targetplatform-dsl/issues/76,comment,NA
