date/time,link,type,status
Fri Jun 08 10:09:15 2018,https://github.com/eclipse/kura/issues/2150,issue,closed
Thu Jun 07 12:45:02 2018,https://github.com/eclipse/kura/issues/2148,issue,closed
Wed May 30 14:00:27 2018,https://github.com/eclipse/kura/issues/2138,issue,closed
Tue May 29 10:22:02 2018,https://github.com/eclipse/kura/issues/2135,issue,closed
Tue May 29 10:06:33 2018,https://github.com/eclipse/kura/issues/2134,issue,closed
Fri May 18 08:16:57 2018,https://github.com/eclipse/kura/issues/2121,issue,closed
Fri May 18 07:45:24 2018,https://github.com/eclipse/kura/issues/2120,issue,closed
Thu May 17 13:33:35 2018,https://github.com/eclipse/kura/issues/2118,issue,closed
Tue May 15 09:54:46 2018,https://github.com/eclipse/kura/issues/2113,issue,closed
Tue May 15 10:03:58 2018,https://github.com/eclipse/kura/issues/2113,comment,NA
Fri May 18 13:51:12 2018,https://github.com/eclipse/kura/issues/650,comment,NA
Mon Jun 04 07:47:40 2018,https://github.com/eclipse/kura/issues/459,comment,NA
