date/time,link,type,status
Fri Jun 08 11:59:42 2018,https://github.com/eclipse/lyo.designer/issues/2,comment,NA
Fri Jun 08 12:00:55 2018,https://github.com/eclipse/lyo.designer/issues/2,comment,NA
Fri Jun 08 23:16:49 2018,https://github.com/eclipse/lyo.designer/issues/2,comment,NA
Fri Jun 01 19:49:58 2018,https://github.com/eclipse/lyo.designer/issues/1,issue,closed
Mon Jun 04 04:57:15 2018,https://github.com/eclipse/lyo.designer/issues/1,comment,NA
Tue Jun 05 11:21:02 2018,https://github.com/eclipse/lyo.designer/issues/1,comment,NA
Fri Jun 08 11:55:14 2018,https://github.com/eclipse/lyo.designer/issues/1,comment,NA
Fri Jun 08 14:08:51 2018,https://github.com/eclipse/lyo.designer/issues/1,comment,NA
Fri Jun 08 20:31:05 2018,https://github.com/eclipse/lyo.designer/issues/1,comment,NA
