date/time,link,type,status
Wed Jan 17 15:36:15 2018,https://github.com/eclipse/mraa/issues/854,issue,closed
Thu Jan 18 12:53:16 2018,https://github.com/eclipse/mraa/issues/854,comment,NA
Wed Jan 17 15:34:10 2018,https://github.com/eclipse/mraa/issues/837,comment,NA
