date/time,link,type,status
Wed May 09 03:23:36 2018,https://github.com/eclipse/eclipse-collections-kata/issues/58,issue,closed
Tue May 08 04:19:11 2018,https://github.com/eclipse/eclipse-collections-kata/issues/57,issue,closed
Mon May 07 00:29:45 2018,https://github.com/eclipse/eclipse-collections-kata/issues/56,issue,closed
