date/time,link,type,status
Thu Feb 08 20:53:55 2018,https://github.com/adoptium/STF/issues/32,issue,closed
Thu Feb 08 20:54:23 2018,https://github.com/adoptium/STF/issues/32,comment,NA
Thu Feb 08 16:23:35 2018,https://github.com/adoptium/STF/issues/31,issue,closed
Thu Feb 08 16:23:45 2018,https://github.com/adoptium/STF/issues/31,comment,NA
Thu Feb 01 22:47:51 2018,https://github.com/adoptium/STF/issues/28,issue,open
Mon Feb 05 16:24:36 2018,https://github.com/adoptium/STF/issues/28,comment,NA
