date/time,link,type,status
Wed Apr 11 10:34:18 2018,https://github.com/eclipse/kapua/issues/1585,issue,closed
Tue Apr 10 15:10:15 2018,https://github.com/eclipse/kapua/issues/1584,issue,closed
Wed Apr 11 10:23:43 2018,https://github.com/eclipse/kapua/issues/1584,comment,NA
Tue Apr 10 14:01:10 2018,https://github.com/eclipse/kapua/issues/1583,issue,closed
Tue Apr 10 13:07:59 2018,https://github.com/eclipse/kapua/issues/1582,issue,closed
Tue Apr 10 12:28:00 2018,https://github.com/eclipse/kapua/issues/1581,issue,closed
Tue Apr 10 10:40:08 2018,https://github.com/eclipse/kapua/issues/1579,issue,closed
Tue Apr 10 10:35:45 2018,https://github.com/eclipse/kapua/issues/1577,issue,open
Tue Apr 10 10:19:31 2018,https://github.com/eclipse/kapua/issues/1576,issue,closed
Tue Apr 10 10:28:39 2018,https://github.com/eclipse/kapua/issues/1576,comment,NA
Wed Apr 11 08:38:00 2018,https://github.com/eclipse/kapua/issues/1576,comment,NA
Tue Apr 10 13:36:49 2018,https://github.com/eclipse/kapua/issues/1575,comment,NA
Thu Apr 05 13:21:35 2018,https://github.com/eclipse/kapua/issues/1569,issue,closed
Thu Apr 05 13:06:03 2018,https://github.com/eclipse/kapua/issues/1568,issue,closed
Thu Apr 05 12:54:01 2018,https://github.com/eclipse/kapua/issues/1567,issue,closed
Wed Apr 04 09:10:09 2018,https://github.com/eclipse/kapua/issues/1561,issue,closed
Tue Apr 03 07:47:19 2018,https://github.com/eclipse/kapua/issues/1557,comment,NA
Wed Apr 04 08:48:10 2018,https://github.com/eclipse/kapua/issues/1557,comment,NA
Mon Apr 09 12:46:33 2018,https://github.com/eclipse/kapua/issues/1557,comment,NA
Fri Mar 30 14:56:14 2018,https://github.com/eclipse/kapua/issues/1555,issue,closed
Mon Apr 09 10:38:09 2018,https://github.com/eclipse/kapua/issues/1555,comment,NA
Fri Mar 30 10:13:13 2018,https://github.com/eclipse/kapua/issues/1554,issue,closed
Fri Mar 30 10:07:20 2018,https://github.com/eclipse/kapua/issues/1553,issue,closed
Thu Mar 29 13:40:17 2018,https://github.com/eclipse/kapua/issues/1552,issue,closed
Wed Mar 28 13:06:45 2018,https://github.com/eclipse/kapua/issues/1550,issue,closed
Thu Mar 29 13:24:57 2018,https://github.com/eclipse/kapua/issues/1550,comment,NA
Wed Mar 28 12:23:37 2018,https://github.com/eclipse/kapua/issues/1548,comment,NA
Thu Mar 29 08:27:37 2018,https://github.com/eclipse/kapua/issues/1544,comment,NA
Thu Mar 29 08:21:12 2018,https://github.com/eclipse/kapua/issues/1537,comment,NA
Tue Apr 03 07:51:43 2018,https://github.com/eclipse/kapua/issues/1537,comment,NA
Mon Apr 09 12:46:50 2018,https://github.com/eclipse/kapua/issues/1537,comment,NA
Wed Mar 21 14:24:02 2018,https://github.com/eclipse/kapua/issues/1533,issue,closed
Wed Mar 21 14:02:04 2018,https://github.com/eclipse/kapua/issues/1531,issue,closed
Wed Mar 21 14:03:13 2018,https://github.com/eclipse/kapua/issues/1528,comment,NA
Thu Mar 29 09:14:17 2018,https://github.com/eclipse/kapua/issues/1527,comment,NA
Wed Apr 04 08:58:18 2018,https://github.com/eclipse/kapua/issues/1527,comment,NA
Mon Apr 09 12:47:50 2018,https://github.com/eclipse/kapua/issues/1527,comment,NA
Fri Mar 16 13:43:35 2018,https://github.com/eclipse/kapua/issues/1518,issue,closed
Thu Mar 15 14:35:01 2018,https://github.com/eclipse/kapua/issues/1515,issue,closed
Thu Mar 15 09:09:32 2018,https://github.com/eclipse/kapua/issues/1503,comment,NA
Wed Apr 04 09:02:32 2018,https://github.com/eclipse/kapua/issues/1498,comment,NA
Thu Mar 15 16:53:22 2018,https://github.com/eclipse/kapua/issues/1497,comment,NA
Mon Mar 12 15:16:19 2018,https://github.com/eclipse/kapua/issues/1471,comment,NA
Thu Mar 15 16:54:55 2018,https://github.com/eclipse/kapua/issues/1471,comment,NA
Tue Apr 10 14:37:19 2018,https://github.com/eclipse/kapua/issues/1464,comment,NA
Mon Apr 09 11:57:26 2018,https://github.com/eclipse/kapua/issues/1432,comment,NA
Tue Apr 10 14:34:47 2018,https://github.com/eclipse/kapua/issues/1267,comment,NA
Fri Mar 16 13:04:36 2018,https://github.com/eclipse/kapua/issues/1071,comment,NA
Wed Apr 11 12:33:05 2018,https://github.com/eclipse/kapua/issues/935,comment,NA
Fri Mar 16 11:42:39 2018,https://github.com/eclipse/kapua/issues/49,comment,NA
